Price,A. Income,A. House Age,A. Num Rooms,A. Num Bedrooms,A. Population
1274474.5,60910.895,5.6354666,7.325974,4.2,43347.805
1213530.9,73931.98,6.394108,4.58084,4.32,36543.066
1411730.5,59539.95,6.0185905,7.007676,5.43,58600.83
858685.56,56547.508,5.4354153,6.51515,3.13,37585.273
1200961.9,65950.34,5.4765134,6.7178445,3.28,40110.848
1520234.2,74533.164,6.679353,5.919231,4.0,49481.566
1360908.4,66422.92,7.1220717,7.0785837,6.36,31019.324
1360920.5,74334.49,5.4190125,6.261535,4.12,41640.438
1146532.5,63538.348,4.764499,7.1686625,3.27,43282.184
1789098.5,83953.1,7.3851347,6.8988466,3.08,37283.36
852099.44,57279.062,5.1181087,6.56152,3.17,44023.79
746096.75,56553.55,5.691129,7.021252,3.15,29682.41
1534479.9,75795.58,5.78678,7.3273253,6.25,33197.777
1215608.5,70848.79,5.282325,6.7664447,3.27,40458.734
941594.3,59787.406,5.6531205,6.594592,3.43,32402.107
1204598.0,64826.37,4.010907,8.29042,4.38,60286.043
1597655.2,65925.85,7.605512,7.07041,3.28,34171.36
1492011.5,64419.254,6.954422,8.51616,6.16,39318.17
1421216.5,58544.46,8.562611,7.2763085,4.28,30865.588
1132522.9,68791.79,4.725552,6.7042017,4.11,48423.324
1102821.5,82061.56,4.1828284,5.963032,4.1,36271.41
1856211.4,80659.52,5.436306,7.1007533,6.24,52947.035
1687998.9,66668.09,6.184965,7.863127,3.35,47075.21
1063423.0,64721.566,5.6776376,6.9713316,4.48,36115.816
1177289.9,65199.99,6.445743,6.937127,3.2,28366.035
1173474.4,74579.99,4.639654,5.521489,3.07,42806.15
1637260.0,76273.67,7.8797517,4.5001655,3.39,46974.58
1238938.2,67561.945,5.251401,7.6585765,4.04,35517.543
201898.1,48904.984,4.8449726,5.448956,3.38,32960.754
1439506.1,72145.97,6.398626,8.258635,6.06,28882.9
585608.6,70805.61,4.443729,5.8091474,3.3,29268.826
1294685.1,65383.34,7.512527,6.640032,3.46,35114.402
2014851.4,95450.3,6.595061,6.850361,3.33,39388.516
1840236.0,73698.695,6.3727307,6.578352,4.33,51815.098
1441421.9,66263.914,6.37493,6.7369742,4.41,49829.953
1498640.5,75394.76,6.9333525,7.8341,4.48,22268.076
954746.56,65984.75,6.51227,6.31648,2.38,21867.477
1124635.9,66477.266,6.9821515,6.038488,2.37,32458.986
1169944.2,69284.26,5.347447,7.1734257,3.45,40282.723
1114431.0,70404.5,5.5440836,6.001261,2.02,37127.926
1783534.9,74218.49,8.069722,6.5063744,4.37,46770.66
1302933.2,63441.715,6.4716735,7.064811,3.22,48061.754
1241483.6,57493.926,6.89326,6.7340455,4.41,47039.215
954114.56,81543.77,5.5039234,5.897053,2.14,9816.301
1555320.5,78633.98,5.465393,7.531143,3.24,43728.805
404976.38,52202.855,4.869306,4.414381,2.23,42165.812
1073183.8,67980.39,5.5629387,6.159705,2.44,25909.08
1422195.9,78568.445,5.475737,6.2916007,2.29,41016.65
340605.22,55472.656,4.8221474,5.8559723,3.2,15353.956
1170959.5,67579.234,5.973219,7.7543573,6.32,21762.95
942838.2,61456.152,6.882954,6.4175725,4.19,30821.412
1401613.9,60815.39,7.1701283,7.984335,4.11,31233.648
1175504.5,51217.18,5.3848414,8.77616,3.41,47089.477
608794.25,63027.676,4.855968,5.580906,2.3,35991.72
946943.06,62484.855,6.4966516,7.3227096,5.13,26882.652
1819900.6,73923.47,7.0055056,7.135063,6.04,58745.312
1463130.2,79737.61,7.315958,6.611096,2.17,28307.314
1252391.1,63890.473,4.9723067,7.9163866,5.49,43416.496
1714445.1,67310.04,7.193793,7.7607327,5.28,43310.613
1291759.4,73145.73,4.096517,7.2542176,3.18,49463.38
1809154.2,86924.36,6.8329396,7.7382956,6.32,28719.41
1200539.4,74384.11,7.4114866,5.1648655,2.3,17117.443
1300265.2,67477.79,6.6235285,7.9161716,5.1,29763.926
997448.75,71202.95,4.318869,6.634954,4.37,34207.4
2152959.5,85845.32,6.743653,9.468766,3.46,46477.68
1629983.9,72138.87,7.163641,8.485778,5.45,35799.637
497579.44,44806.004,4.4945707,4.725325,3.1,57390.89
890112.56,67504.18,5.3297987,5.894412,4.36,37441.12
1064685.8,74706.1,5.003328,5.661064,2.05,39680.61
1530124.0,68898.34,6.7876487,7.8713527,6.39,39515.57
1246246.9,58118.02,8.137215,5.6509004,4.36,35598.39
1240754.9,77643.28,6.070116,5.381038,4.45,35512.254
1760734.8,67769.83,8.074694,6.7616315,4.22,33254.6
1393746.8,74411.06,5.5346274,7.2101235,6.44,43537.504
1172385.9,73101.08,4.10413,8.920333,4.35,29497.97
483986.1,58708.418,5.083861,6.262826,4.07,15969.926
1388530.1,63876.06,7.0802193,7.187433,3.37,38052.875
1721739.4,68343.16,6.3924437,8.425113,6.2,40653.87
1276448.8,73064.98,5.994063,7.204369,6.19,30699.34
1161742.6,67367.266,6.7747107,6.690895,2.49,32547.273
786407.94,66547.18,6.3506722,5.3050003,2.04,16741.965
1604921.0,73313.55,6.4147234,8.492901,4.46,37808.996
1230149.1,47681.363,6.890508,7.788268,5.13,50908.98
1051644.5,67910.945,6.445852,6.675937,4.32,31379.783
1415073.6,69277.89,6.1425915,7.8117247,5.15,43717.914
1043483.94,67946.71,5.403176,5.6711364,3.21,35197.94
1544379.8,90975.11,4.740683,8.320352,6.45,44426.215
1352136.0,61885.547,5.405266,6.9141955,3.22,48726.953
1505727.4,69401.84,7.042355,8.097044,3.44,29293.074
1416966.0,72969.125,6.1885757,8.076943,4.2,31755.72
1046722.0,75582.46,5.5064735,6.7749863,4.33,31946.305
939040.0,56241.227,5.623087,6.8186707,2.18,32745.367
1383031.4,79412.836,6.0873604,7.4813213,3.26,17568.734
1072503.2,79618.234,4.566166,6.6698885,3.49,29636.508
1134397.8,67019.07,6.487943,7.3313303,6.26,24997.11
734827.5,56063.48,5.106935,5.3853397,4.14,39129.297
991892.3,57077.582,5.775467,6.952027,4.27,33393.918
1057252.6,75954.82,4.2899165,7.418751,5.04,34467.758
1237224.9,52575.816,7.1337194,7.173699,4.06,41828.58
1442632.5,63312.805,6.1391153,8.1996155,4.41,43230.35
1877402.4,82526.96,6.4530735,7.748249,4.46,43947.68
1394518.4,73204.945,6.640916,7.3119125,6.4,35090.5
953939.3,56357.19,5.707903,5.2403007,3.25,38062.0
1219778.0,71316.625,7.1077676,7.0889926,5.33,21651.7
1287325.4,75046.85,4.9830847,8.87724,3.0,32468.031
1739893.5,84474.16,6.9708548,5.9359093,2.47,38677.816
1213382.2,68162.69,6.962207,6.697358,3.07,31843.877
1007478.75,62784.332,7.57235,4.6527176,3.31,35122.39
1528756.1,67009.81,6.84977,7.6107206,3.22,39737.12
1182459.8,67437.25,6.767363,6.703917,2.05,29356.223
1474546.8,65967.766,6.847725,7.7772794,3.14,35799.96
1078017.0,42816.305,7.604,7.0452485,4.18,47457.664
1453381.6,83347.67,5.4681582,5.4752526,3.14,48226.72
1495013.0,81699.88,5.4798017,6.4760075,4.41,39527.047
714148.44,56143.79,4.5801225,6.6689796,4.04,45084.035
894292.06,59513.836,4.885132,5.574714,3.18,44162.277
1159841.9,78379.414,5.9856973,5.6818337,3.2,31357.389
1195986.2,70877.375,6.766877,7.2136593,5.07,36033.426
1381430.6,61526.973,6.5939627,9.180402,6.11,27307.947
1534889.9,65316.996,7.414875,6.7330847,2.0,55799.496
1494125.4,76268.82,6.9427977,6.1479077,3.17,38649.85
1356146.2,48531.363,6.863184,8.517401,5.3,39731.152
1454943.1,82906.66,5.9014516,5.767366,4.26,38820.48
774118.2,63117.844,4.940397,5.6367793,2.31,43091.844
889113.25,75860.86,3.6908906,4.78838,3.48,41003.88
1211102.2,68844.766,4.860453,6.916808,3.29,48392.496
658646.2,52446.266,5.6946106,7.4296393,3.11,32934.555
1400104.9,69342.7,5.8046865,7.805904,3.36,37082.375
1262017.8,55932.05,7.218309,6.020201,4.0,42488.31
553077.2,53306.92,4.632268,6.194794,2.15,39063.34
1203247.9,56976.547,6.061212,7.259287,3.08,46375.504
1115323.0,51296.49,6.1552596,7.8317666,6.18,32078.906
1301881.4,63995.004,7.597533,7.0900507,5.25,24748.268
1006687.4,71915.15,6.2797537,5.5212164,4.47,27714.293
749383.06,62137.598,5.440725,7.2351913,5.21,19045.62
1075596.6,78050.97,5.2340446,6.290306,4.15,27789.748
739870.8,67371.42,5.333821,6.6249514,4.37,24797.766
1442945.1,59362.766,7.4826303,8.003007,3.49,44723.355
828497.06,57003.11,7.0105834,6.356259,3.14,29594.693
1373290.9,68989.31,6.075426,7.879588,6.37,32629.604
925566.3,70969.9,4.901818,6.396268,3.18,24833.646
1552536.8,82251.66,7.7410913,7.636654,6.49,18408.799
1335904.5,71306.46,5.773717,6.68823,2.04,43284.4
960808.3,70921.57,5.6651855,6.3753715,3.28,29390.217
1405933.0,70739.46,6.7106996,7.1665015,6.28,35148.668
619087.7,58097.844,6.386348,6.144038,3.04,19903.0
1329273.2,51273.508,7.032317,6.8882055,2.09,53811.895
1261843.9,76326.59,5.024695,4.936329,3.44,42779.832
1175781.4,63584.047,5.8328276,6.029161,4.29,46340.188
1437053.5,86340.29,4.930051,6.18344,3.01,35630.56
1594415.2,79471.24,5.86727,8.197289,6.21,36616.168
931358.0,55879.504,6.407946,5.3703866,2.07,37360.062
798639.6,40503.543,6.8817787,6.5661755,3.14,45979.477
1451739.6,83394.41,5.6014867,5.9050245,2.08,30487.525
1278991.8,64501.227,6.0016418,7.2934766,5.33,43869.31
885920.56,59569.54,6.2795367,7.3253794,4.24,31294.652
1425632.5,69280.31,6.861548,6.923619,4.33,40290.91
901881.75,66342.49,5.857266,6.949109,3.06,11792.815
1521730.8,73367.05,6.1732907,9.054709,5.25,23684.787
716771.0,57122.227,5.70765,5.9297338,2.4,41972.773
1696717.1,61978.848,7.9122763,8.437966,5.37,56957.188
819598.0,54299.97,6.6358995,6.851536,2.49,39512.664
1584214.0,71424.41,5.598933,8.522538,3.49,37242.562
798892.5,57353.156,8.075448,5.6785555,4.44,16906.422
601973.0,44731.11,4.188658,8.942797,5.12,39633.473
1456486.2,76175.49,4.524141,9.524974,4.28,30760.994
1702406.0,66574.71,5.550265,6.84415,2.17,69575.45
1566471.0,91731.16,5.1848106,7.9438796,6.3,33102.094
1592210.1,75487.03,6.453932,7.737096,4.02,41105.39
937628.4,58088.438,6.017831,5.790005,4.21,51925.41
1558547.6,76319.22,6.8731303,6.294055,3.45,48026.31
1156329.2,60575.164,5.9075656,6.964616,2.29,32158.969
1514349.8,69607.13,7.0776806,7.8330812,3.35,34609.04
1039107.3,67056.84,5.2221684,7.1635175,5.25,25134.682
809089.7,60640.934,5.1659217,5.3551135,2.32,43119.54
675536.4,69031.91,5.7799764,5.501755,3.23,15660.403
1373589.8,80356.21,4.660418,9.7102165,5.02,16215.417
1690091.0,60081.176,6.7685237,8.204553,4.3,60195.746
1253370.1,61881.48,6.519463,7.114084,5.38,35597.37
774073.56,59590.965,6.8917313,5.7360296,2.03,24153.883
1741959.9,89831.32,5.201964,7.7196527,6.37,45335.36
1705762.8,72175.28,7.421739,6.828247,2.09,50305.797
1071109.9,67589.05,6.214843,6.0608845,2.34,33203.383
1118048.0,77300.03,5.260975,6.936548,4.49,29499.041
1165253.0,65382.887,5.396819,7.648386,6.08,41723.055
1280910.2,71145.21,6.15211,6.7658324,2.31,35642.53
841122.9,61053.04,5.787891,5.6870627,2.02,40675.773
1228810.8,65125.95,5.9284835,7.057758,4.19,37642.785
1086072.1,51949.297,6.209803,8.051118,5.28,35336.062
1204372.2,75897.99,5.316933,6.7682295,3.33,34162.67
1345004.1,71468.35,6.1580434,6.3612385,3.35,43269.035
1116902.4,53287.992,5.755609,7.1623225,3.32,45152.016
822431.75,61503.04,5.130813,7.0153174,3.12,37650.87
1360623.8,68896.05,6.3863254,8.365074,4.47,28394.61
2298379.5,91159.42,6.5360456,7.373851,3.01,54861.09
1400498.2,63375.348,6.67234,7.883781,3.41,45633.19
566848.75,59695.57,5.445383,6.0327954,2.04,20702.803
1367586.2,63183.89,5.570562,7.5418077,5.08,58691.2
1113373.5,61177.81,6.998928,7.088386,5.13,26396.291
721974.56,58642.312,5.2099233,6.275371,3.42,35131.58
685504.0,53112.277,5.138652,6.3253636,4.25,40367.383
152071.88,40366.617,4.90294,7.617118,5.07,16349.365
1280431.6,62207.477,7.297533,7.0028644,5.38,34317.54
568703.2,57477.95,5.4054446,7.207173,6.35,23649.969
1200764.9,55630.49,6.283123,8.93312,6.0,38943.098
1607161.6,72399.305,6.7406764,7.55227,6.15,41662.0
1421715.4,89868.89,4.5042744,7.23448,5.45,30101.725
311111.2,59801.492,4.2104626,4.9543877,2.03,33534.926
1338044.4,61957.156,7.8410807,7.472967,4.19,38448.492
1417871.0,71123.43,6.685811,6.1692386,3.43,44020.145
796389.44,55202.707,4.375933,8.259045,3.4,28424.951
1310207.1,79298.125,7.188208,5.336841,3.44,15753.267
994897.75,65070.566,7.1435585,5.5797663,4.3,24852.564
1202987.9,68494.984,7.230365,7.265463,5.46,13998.571
768751.9,55702.207,5.551957,5.6485553,3.08,40087.797
1211655.2,57233.61,7.893834,6.036621,2.27,37374.918
1540418.2,85313.88,6.033158,6.6337576,4.21,23974.436
712228.44,60224.652,4.67594,5.428847,3.23,42182.863
1525533.4,73873.82,6.7898707,6.630909,3.17,33336.33
1034218.4,63149.484,7.1562943,5.518835,2.04,37578.848
874103.7,58593.793,4.662981,6.3336167,2.04,39287.527
1912825.2,73839.875,6.446182,8.274063,4.19,47602.51
1754770.6,75984.83,6.7257214,7.887776,4.31,42248.688
1340066.9,82145.37,6.540968,6.87615,4.23,25736.096
1446756.9,69017.18,5.7771063,5.7836127,3.11,55830.754
1592768.2,75429.18,6.818759,7.570447,5.48,36769.25
660365.0,69513.54,4.1229014,7.641107,6.08,14054.054
861321.56,57782.418,5.159301,6.332627,2.46,33426.848
1648246.8,74372.14,6.5623794,8.18451,6.35,34321.96
977135.9,63522.12,5.538043,6.9521956,2.04,31995.525
1591934.2,61193.715,7.647151,9.086807,3.21,33196.06
695386.3,60316.79,4.30873,5.564353,4.12,33831.895
568977.06,58469.914,5.4089,4.8073874,2.26,33547.984
935590.8,75179.91,4.595921,7.201636,5.13,23978.094
984311.75,56186.965,3.992028,8.960743,5.2,41855.656
1796245.8,73225.06,5.9334984,6.8686037,2.3,61830.54
720080.25,74338.93,5.084715,5.186853,4.07,18057.172
783808.4,52188.117,5.6368923,5.8074017,4.03,42495.754
1598616.0,83311.1,6.6905513,8.297557,3.16,30386.367
1564125.2,72288.67,6.599435,7.979878,5.11,39146.92
929480.6,54866.215,6.9867635,7.2854342,3.46,35192.844
1414495.4,85759.66,4.789357,8.965705,6.22,25897.758
837668.1,59453.344,6.2911134,7.4825716,6.08,29697.645
1197515.5,69878.77,7.218331,6.249192,4.02,26814.174
1232004.9,59243.297,6.7295203,7.058765,4.26,51405.35
1285933.4,57853.332,6.5000944,7.316551,4.36,47688.227
1361522.0,66643.31,6.392834,7.6980076,4.41,30971.156
1090826.4,69248.3,5.9587355,5.6526947,2.21,35990.1
1475319.8,75129.72,6.287837,7.447318,3.37,41620.29
1066659.4,76209.99,7.0090456,5.464339,4.22,22721.648
1117433.0,69342.375,6.069487,8.018122,3.43,21641.973
1420283.5,77630.95,6.8096275,6.8296676,2.29,31739.889
840272.9,68929.16,7.5908785,6.8919697,3.24,172.61069
1024907.94,70990.805,6.014814,4.651974,2.46,30904.254
1494241.2,55860.68,7.751795,9.024503,5.12,40335.22
1125880.5,56380.99,5.7062607,6.6509047,4.37,43994.242
1082455.0,64306.34,4.8066177,7.879677,4.28,30762.36
1554635.0,76547.95,6.5032215,6.9748044,3.08,40564.645
1011365.4,57101.72,5.493162,7.650206,6.09,41104.465
1432756.5,76192.66,7.30375,7.3375897,6.33,21245.842
1612717.5,79585.555,5.778525,8.430788,4.32,31773.338
973299.9,70759.86,6.3679733,5.4932942,4.2,25981.83
679229.0,76907.234,5.205508,6.4627004,4.21,21658.41
1271000.0,64744.94,5.9002476,8.4676,6.03,28880.018
910211.0,51976.023,5.354923,7.37556,4.42,36360.168
1026271.8,61252.637,5.1899114,7.1915727,4.43,40890.266
1496729.5,58841.145,7.754161,6.916338,4.05,39555.07
1490539.0,79112.64,6.357251,7.8515296,5.27,33771.742
1491838.5,76056.29,6.48098,8.245224,5.4,28470.701
996771.25,52399.65,6.804017,8.971112,3.11,18092.13
1064854.2,77551.625,5.535921,4.6791344,2.03,35834.492
985749.8,64160.816,5.677609,6.5349593,4.05,32339.006
1952622.4,71167.03,7.3289437,9.442325,4.35,35174.87
1754969.1,84963.664,7.0684667,6.207145,3.02,40447.01
1122240.4,59712.824,5.7354994,6.9797525,3.23,42601.844
1236931.8,77733.734,5.6245003,5.967832,3.23,32074.576
966084.44,85707.08,4.3741484,6.350157,4.47,10424.416
852268.7,70280.36,4.728804,5.012885,4.4,39662.742
1280669.9,69330.74,7.3189073,6.2527575,2.0,30097.836
1190213.5,72988.7,5.959379,5.7484374,3.36,50566.645
1123851.1,65697.82,5.728202,7.282107,4.2,28742.125
1689120.4,76245.22,7.9557667,7.826125,3.12,32016.234
1573347.8,53546.87,7.174569,8.343558,3.49,45504.203
1696977.6,73643.055,6.7668533,8.337086,3.34,43152.14
1414286.8,84774.45,7.0196667,5.4506583,2.27,32383.555
755292.1,58140.94,5.0648556,6.6494474,2.27,49337.53
714706.44,61881.164,6.2935853,6.0482955,2.31,21397.45
944001.56,75312.26,5.3649826,6.6673656,4.09,9487.922
1523136.5,81328.805,6.4831533,6.9088297,3.01,31231.545
1422916.8,77931.48,6.501686,6.6476626,3.33,23182.605
1945618.6,84602.59,7.0972457,7.008427,6.11,39683.438
1726719.1,72445.03,5.488197,6.509449,2.48,69553.99
1051123.9,57497.13,6.674071,7.5245423,5.17,43204.156
2249122.5,87266.34,8.24896,7.2342615,5.0,45161.188
1523915.1,62431.938,6.798994,8.599555,4.48,44115.984
1039517.56,72107.43,4.5423064,6.981984,3.0,29981.346
818057.9,55577.07,6.533916,7.1625357,3.47,19560.012
1115466.6,62327.895,5.233978,7.2852254,4.43,43364.43
1258178.8,73931.14,5.6622868,6.9812465,2.46,29568.959
1435423.8,63429.273,6.362565,8.441119,3.31,37998.996
1153470.5,73423.91,5.9753733,5.8109426,3.49,34711.78
1425603.5,75175.875,8.561762,5.1972537,2.07,22367.482
1048350.7,56636.246,6.2570286,7.8631887,4.5,28139.37
1214482.4,67665.94,6.467127,6.3339205,3.41,24758.488
821859.06,65986.82,4.531778,6.8608603,2.15,24056.604
753652.25,54273.914,5.550544,6.7988057,4.44,24233.06
1220001.4,75547.84,3.9924204,7.33277,6.12,40043.1
1075675.1,70151.086,6.7241235,7.7065806,5.41,15255.237
1396082.4,74449.125,6.223626,7.392675,3.1,24837.59
1137801.9,66919.64,7.826436,7.320563,6.03,18867.781
1159953.6,68473.86,5.7465096,6.232296,2.19,43146.98
1487849.9,76113.22,6.377937,7.7362943,5.07,26481.512
1103072.5,61212.195,6.4085007,5.5380583,3.5,32045.56
897291.1,59768.805,5.8057327,7.4259033,3.48,26202.63
1214320.6,78847.54,5.5732317,7.027355,3.26,20653.898
1364363.4,75735.34,5.761756,8.0656595,5.28,37268.27
1249092.9,77847.35,5.2396536,7.2825212,3.21,30231.809
946479.25,56231.16,5.4598455,5.0149164,2.47,52657.035
1659805.1,89163.5,4.6928554,6.0107427,2.27,44016.15
1285399.6,62377.066,6.2899933,7.2184005,4.46,39075.957
898281.9,68864.28,6.0020537,4.9673886,4.17,29802.322
1483848.1,82440.9,6.2915015,7.037477,5.04,27545.53
1353488.4,60948.883,7.1618657,6.2249713,2.36,39754.387
1268703.8,69729.61,6.168256,7.2414923,5.11,31719.742
1448573.9,75491.8,6.2992687,7.3302927,6.14,26013.68
1343605.8,80648.06,6.355334,5.8818517,3.49,35091.957
1511537.8,84036.6,7.7338347,5.74048,4.21,32766.602
1662038.8,76590.375,5.9403253,7.691536,3.31,40643.08
1166673.2,63534.457,6.469694,8.017693,3.23,38128.984
1375633.4,67269.99,6.325822,7.47285,6.39,41780.473
839638.44,50887.44,4.4589972,7.0636835,4.16,47731.01
1638265.4,80597.11,6.4407964,7.66128,3.1,34487.574
1385400.5,66041.125,6.4939165,8.219395,5.15,40163.973
1153233.2,81316.38,4.1326942,7.2044587,3.36,35589.594
1370178.5,67877.03,5.3222876,7.9588943,5.28,43300.953
1181877.1,69306.96,5.562623,6.938908,2.02,36851.383
894251.06,61200.727,5.299694,6.234615,4.23,42789.69
1421135.9,70619.164,5.8902693,7.9355106,5.15,37865.65
1028964.5,69910.85,5.8999467,5.630525,4.04,38440.74
923508.1,64889.22,3.727084,7.6554527,3.2,25904.98
1599634.5,69900.13,6.3270893,8.366506,6.34,32679.188
1369186.1,79045.04,5.5396857,8.203296,5.26,24721.959
1748782.8,76460.22,7.0308447,6.6299405,4.16,46851.043
1150877.8,58307.727,6.3810296,8.308603,4.07,25509.07
1110598.8,56679.016,5.0966434,8.971412,5.49,40785.027
1159207.1,58823.05,5.7113843,7.16819,4.21,38682.57
1811377.2,80836.34,5.7673674,7.421921,3.02,49864.47
1267443.4,67710.11,5.854378,8.482523,4.18,25222.463
1352547.8,70027.65,7.336016,5.3608856,3.22,40512.816
599504.0,36100.445,5.7784896,5.49745,2.29,44901.855
717213.25,67217.484,4.6174974,6.264975,4.19,23999.756
1008712.56,63657.277,6.4150667,5.8107285,3.43,36391.926
1071596.1,71468.27,5.483243,5.4903116,3.25,36377.836
1397341.9,62989.51,6.550683,6.6003585,4.46,36913.35
1313304.6,69327.26,6.1627674,7.109924,6.45,31054.775
2106510.8,94902.234,6.3708673,8.423788,3.01,41662.082
1306458.9,79579.2,4.826565,7.1115265,3.44,31756.406
1354929.0,73756.12,5.2506304,6.404906,3.29,59485.066
1582765.6,65873.94,7.309462,8.562603,4.49,39785.63
847155.06,52934.438,6.027446,6.4641123,3.44,46520.69
1342246.0,82830.59,5.9336257,7.1249166,4.13,32026.912
1363086.9,73930.84,5.281561,7.681342,4.16,42702.402
1275318.5,58557.133,5.3021736,7.035171,6.4,54167.34
1285923.8,51718.355,7.5090437,7.1093116,3.11,49639.17
1789607.5,69807.73,7.424253,7.257604,3.38,51453.266
1196064.4,79627.625,4.69258,6.2874246,2.15,31638.855
1917584.0,97112.36,5.914725,6.1336455,3.1,51470.066
1370274.4,74354.23,6.8502083,6.1473136,4.39,30091.117
1677204.2,72481.02,5.980419,8.459145,3.07,45160.1
1439714.2,73093.484,5.6951447,5.7803507,2.37,41796.125
1012262.7,51992.742,7.1863403,7.138234,3.32,21759.506
1511743.1,66484.05,4.825804,9.0695305,3.37,51712.145
1131154.5,81182.16,5.251587,7.188679,4.42,34141.188
764860.44,79103.945,3.7867093,7.4209495,4.47,25767.818
1681316.4,75070.266,6.6804514,6.2612762,2.29,44682.758
291724.25,44688.562,5.4801426,6.485366,3.17,25120.992
1013252.2,73726.18,3.9943233,7.1057467,3.13,28666.771
1194709.6,64038.992,4.025768,7.526834,4.28,54130.977
1463003.0,69896.516,5.9800477,7.992009,4.25,38180.824
1453327.9,73723.45,6.529083,9.152073,6.5,24723.28
1291506.4,79996.61,6.1138487,6.7446175,3.2,28067.63
1625508.0,61538.906,7.2339735,7.3807983,6.29,51154.133
566896.2,47065.055,5.767575,7.2660275,5.49,24125.875
1468513.2,82381.55,4.695568,8.045729,4.14,36655.13
1573106.0,80857.445,4.8019586,8.837003,3.12,44385.312
968360.5,60893.766,4.12888,7.5229487,5.18,49076.758
1309985.9,66356.06,7.4809413,6.7258644,3.19,38022.84
1361219.2,78438.37,7.475217,4.99469,4.26,35220.383
1465120.5,61215.58,7.4883685,8.791776,6.14,36495.17
1571465.0,64907.98,6.7660155,7.8064632,5.4,46677.273
1629098.1,80008.664,4.8470025,8.672978,5.41,45889.89
